,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,LatLon,intercept,predict,img,imgtrans,class_pre,class
0,{13B67BCB-AFCE-4100-AD2B-76EF178BA228},2020-01-15 00:00:00,"Massive loss of bees, decapitated. No hornet specimens were located.",Unverified, ,2020-01-15,0.9138643697734696,0.26092655692122985,0.23845148349798104,1.0,0.9673156675416118,0.4349545978094268,0.2685175627977945,0.00986909948903279,0
1,{BBBA5BA0-CAFB-43D3-8F1D-FB2D9CF777E0},2019-08-31 00:00:00,"I was cleaning my gutters when I heard a snapping noise coming from the wall of my house. It was sitting on a dirt clump that looked to have been starting a nest. I backed away, and waited till evening to spray hornet killer on it. Next day knocked down",Unverified,"Thanks for this report. I can't verify it from this information, but we will be surveying in the area this spring and summer. Please do reach out if you see another!",2020-02-14,0.8563652572660962,0.3008874852752061,0.2576695887358506,1.0,0.12787552692786086,0.4349849645407666,0.27034889516573957,1.9024521241440194e-05,0
2,{EB4746A1-5A8B-4D7D-9149-D560988238EC},2019-10-15 00:00:00,"We found about a dozen of these bees in our backfield last October while we were storing bee boxes, Sorry no pictures",Unverified,Thanks for your submission. Here's hoping they were some other large insect!,2020-02-27,0.9264029723662828,0.2562190512429224,0.2373620906483122,1.0,0.987950504082005,0.4400515388459948,0.5758997763563797,0.8604338793749478,1
3,{E6ADE6FB-0BD3-43EC-8E75-72EFC6F029FB},2020-03-01 00:00:00,Reported to Washington Invasive Species Council via voicemail,Unverified, ,2020-03-02,0.7128303407704766,0.3021572747045046,0.2153868730938905,1.0,5.715385547179248e-05,0.43400326685155977,0.21114546185371916,2.178311936940042e-06,0
4,{0AF6F3AA-8565-4B8F-8BF5-8D43D9677FE2},2019-07-17 00:00:00, ,Unverified,Thank you for your submission. Since there is no accompanying information we are unable to verify this sighting.,2020-03-19,0.5263826868205349,0.7431571879770161,0.3911850773373351,1.0,3.180970805475314e-09,0.4398877510237285,0.5660221923307953,0.0030313492311740287,0
5,{630D20B9-8DD9-41E0-84FE-7C4F87C412E6},2020-03-16 00:00:00,An enormous bee-like insect buzzed around the window sill in my south-facing upstairs bedroom window. It was much longer than any bee or hornet/wasp I have ever seen. The sheer length of it was unlike anything I've seen before. It appeared fuzzy like a b,Unverified,"Hmm... This sounds like one of our native sawflies, which are large and can be active this time of year. Impossible to say without a picture.",2020-03-19,0.7752807279307948,0.30379155399254804,0.23552373711857003,1.0,0.001599232892865312,0.43361742260817415,0.18787627808843718,1.3706526507649676e-06,0
6,{72E591F1-F42C-4754-94FF-DBDF791BBF2E},2020-03-20 00:00:00,It wasn't huge but definitely  had a yellow head and yellow mid section,Unverified,Thanks for your submission. There are many insects that this could be besides the Asian giant hornet. Keep your fingers crossed that it isn't!,2020-03-21,0.9124790805309482,0.2838260001724113,0.2589852876680986,1.0,0.8871388070775544,0.4336587032752496,0.19036579929964664,0.001107202795890706,0
7,{4F753C6C-B49B-4C2D-AD30-8CDAF540DE9F},2020-03-27 00:00:00,Digging garden area and uncovered a bee,Unverified,Hopefully it is just a bee!,2020-03-28,0.6462158115152514,0.3291395513037357,0.21269518224750927,1.0,9.893140394586702e-07,0.4325864837816182,0.125703249937489,3.8082404580438844e-07,0
8,{9610DC8B-98D0-4C39-8235-55CE16B16F57},2016-06-20 00:00:00,"The large size caught my attention.  I took a number of photos at the time, but haven't located them other than one I sent to another person.  It is still on a text message on a phone I do not use anymore.  Just looked it up and it appears to be what you",Unverified,"Thanks for your submission. I don't see a way to contact you. However, the very early date (if it was in 2016) puts my mind at ease. If you can find the picture, please email me with your contact information: clooney@agr.wa.gov",2020-03-29,0.6330432856178159,0.3506740132403945,0.22199182952248486,1.0,3.7289878006269005e-07,0.43960453214149336,0.5489420561631524,0.0021411923804167086,0
9,{2BDDD0B5-3687-494E-BBAD-8FE8DC6F6542},2019-08-02 00:00:00,These wasps visited my garden daily throughout the summer. They hunted particularly on my flowering Oregano plant.  They typically were there from mid morning to early evening. I’ve seem at least 2-3 there at the same time.,Unverified, ,2020-03-31,0.346932211578244,0.2184211012932782,0.07577731572703265,1.0,1.497438383889705e-14,0.4354313016421245,0.2972662334720681,1.2622818690173521e-05,0
10,{EAC16248-52B7-4B86-8BA3-0913E2EE3A3A},2018-07-01 00:00:00,"We've been noticing big, red hornet/wasps that live under the stone path in our backyard last summer. We didn't have an ID on them until now. No current photo unfortunately.",Unverified,Please try and get a picture if you see them again!,2020-04-03,0.5739509570240047,0.3044763886360407,0.17475451464886835,1.0,2.999912640850444e-08,0.4320352071707293,0.09245730423743818,1.9323517358033702e-07,0
11,{825396BC-07DE-45EA-8EC4-1311B30C10B8},2016-08-25 00:00:00,"We were at Skyline divide in 2016, I got the time and date from pictures taken during the hike. I didn’t put 2 and 2 together until today, up until then I thought I just got chased by the biggest, meanest hornets in the world that day, but hey, it’s",Unverified,"Thanks for this submission. That description is suspicious, but could still be one of our native species. We'll check it out.",2020-04-04,0.8921532306066197,0.36723531772602896,0.3276301751021252,1.0,0.03297125887747448,0.43185839924184,0.08179451411159895,1.9908253718200837e-07,0
12,{47D28B3C-3C0D-435E-99F1-2CFE2A0F82A0},2019-09-14 00:00:00,"Observed flying around my porch. Hovered in place like a humming bird while facing me. I tried, but was unable to snap a photo.",Unverified, ,2020-04-04,0.8358264091114139,0.2988898881215353,0.24982006190833514,1.0,0.04964845211978667,0.4372719309820777,0.4082694247580798,0.00017644825122925078,0
13,{A0161ABC-0636-445B-A877-BBB2CA55EC8F},2020-04-05 00:00:00,"I am fairly confident this is what chased me around my pasture yesterday.  It is as huge, fast, and incessant.  I even smacked it hard with my cell phone, which stunned it, then it came back at me.  I was out checking my raspberry rows.  It didn’t stop",Unverified, ,2020-04-05,0.1934370921203997,0.22777894543017596,0.04406089685026444,1.0,9.069563261550936e-19,0.4399178466841516,0.5678371771722901,0.0031453661596207885,0
14,{AA08DB6A-08EF-4922-8D7E-AAFF5A9B8599},2020-04-06 00:00:00, ,Unverified, ,2020-04-06,0.5367993145620863,0.3047385244294124,0.16358343103437015,1.0,4.041637339347277e-09,0.439638628526126,0.5509983134569947,0.0022327381139560414,0
15,{22E3A08D-494C-4539-8894-FDC32F2C9855},2020-04-06 00:00:00,"Unknown if this is our invasive species, but its a growing colony right above the sidewalk on the concrete support wall for the Highway 99 overpass over Cloverdale, on the northwest corner.  Definitely a hazard to pedestrians regardless of species.  Didn",Unverified,This is unlikely to be the AGH based on you description of the nest.,2020-04-06,0.5367953108359524,0.3047426915160439,0.16358444781733955,1.0,4.040752443134658e-09,0.43922590250411936,0.5261079650445953,0.0013447411669138265,0
16,{CBF357AE-C33D-48C4-A4E0-DFC79F7C11DC},2020-03-24 00:00:00,It stung me through a paper towel,Unverified,"Unlikely to he AGH. When one of these stings you, they are described more like being shot through a paper towel!",2020-04-06,0.6839175659480434,0.1945838031072366,0.1330792809940146,1.0,0.00012284974308746208,0.4393108897060239,0.5312333047450434,0.0014941571286834529,0
17,{C77D080B-8315-45F8-A0F1-33DEDC5D58C5},2020-04-06 00:00:00,Not sure but this this was huge and never seen it before around my pond,Unverified, ,2020-04-07,0.495228359192956,0.5894146102745245,0.2918948303306083,1.0,1.8735224649784495e-09,0.43737887238874623,0.41471876095149685,0.00013867548522323791,0
18,{B96D7B7E-8C04-4C89-88EE-656E8CF0FF6E},2020-04-07 00:00:00,"My husband and I were walking in the Orting Trail between Sumner, Puyallup and Orting when an insect buzzed past my head. It was larger than bees or flies I had seen before. I joked that “whatever it was it just darkened the sky for a bit”. I was jok",Unverified, ,2020-04-07,0.4440663444111989,0.31639907459423605,0.14050218043014864,1.0,3.1507512557821364e-11,0.4349007269833977,0.2652687644239759,6.570345325184926e-06,0
19,{6FA5F703-E43F-4E6A-BA03-055385387E7E},2018-07-20 00:00:00,Orondo State Park - near the apple orchards.,Unverified, ,2020-04-07,0.5834277767842598,0.5820039675873571,0.3395572808891101,1.0,6.43306923180737e-09,0.432925648029821,0.14615729416216122,5.780836667649066e-07,0
20,{6B29A36C-EE9D-4188-849D-79E6A5A3D161},2020-04-05 00:00:00,I had arrived at the Ephrata gun ranger's 25 yd handgun bay. While I was offloading my gear and equipment I noticed a large orange headed beeline wasp flying around my vehicle. It lingered around my vehicle and myself. Realizing it could be the Asian hor,Unverified, ,2020-04-07,0.4755092072355341,0.6725528067542195,0.3198050519637323,1.0,2.7947816595394148e-09,0.4390023738333672,0.5126275780601957,0.0010216734342096986,0
21,{46C10079-3B5B-49DE-B8F7-F1FBCB4BABD1},2019-07-28 00:00:00,It was a very large orange hornet about 2 inches. We were sitting down grilling under a tree near John Day dam when a large orange hornet fell onto the ground trying to fly bit it couldn't. I killed it in fear for my young children running around. It was,Unverified, ,2020-04-07,0.052013740788093885,0.516802344402937,0.02688082318045359,1.0,3.51632275506e-14,0.4308135995874853,0.0187855783250774,4.297205443986987e-08,0
22,{266F962C-6461-4A6D-8660-6AE608F41AB1},2019-12-22 00:00:00,"2 of these things were landing in front of my house, and went into burrows into loose dirt in front of the house.  They were about 1.5 to 2” long with orange/yellow heads.  I squashed them both, and flattened out the mount of dirt next to burrow.  I ju",Unverified, ,2020-04-07,0.6030551099556652,0.3192104256340403,0.19250147832973089,1.0,1.2412051903600227e-07,0.4398166983258709,0.5617372034737355,0.0027782530594696936,0
23,{4AA114DD-D296-47C6-A3BB-6E8E5A257DC3},2020-04-07 00:00:00,"Last summer, my grandson & friend said they saw a bee that was a good 2 inches long, in our back yard. We teased them bigtime, but now I'm thinking maybe he did. Yesterday there was a big fat bee out back, but it was about one inch",Unverified, ,2020-04-07,0.4824735553888837,0.30661709917118984,0.14793464198014988,1.0,2.1891878900104798e-10,0.4355131280515136,0.3022009546440642,1.3960104940853733e-05,0
24,{38994878-498E-4CDE-B4CE-2B0D581A19C5},2020-04-07 00:00:00,"4/07/20. We prefer not to risk going close to eat, but my husband thought it was a mouse and put a trap at first, until he saw it was a big giant bee today and left immediately. We were advised to call you.",Unverified,Hmm... could also be a queen bumble bee or many of our native wood wasps.,2020-04-07,0.5663473472645204,0.2557683547795025,0.14485372924358195,1.0,2.5340976829733187e-08,0.4378826817615143,0.4451020906980942,0.0002577590088769186,0
25,{5F24255E-DACB-4FA1-A445-E084F631A843},2019-09-18 00:00:00,I am not sure if this is this particular hornet but it is the biggest thing we have ever seen.   It was at our cabin in Eatonville last September.   I kept a picture because I wanted to try and find out what it was and have been unsuccessful.  It was abo,Unverified, ,2020-04-07,0.3697361010647252,0.3113161404547793,0.11510481597026848,1.0,5.764944348269228e-13,0.4322531057726572,0.10559815756718663,2.52664415294196e-07,0
26,{DA399673-4CAD-40B7-97F8-52304BFF3845},2019-09-07 00:00:00,"I don’t remember exact date but I definitely saw this hornet around late summer/early autumn. I didn’t get a photo of it unfortunately, but I am absolutely certain this is what I saw. I didn’t kill it because I unfortunately didn’t know at the ti",Unverified, ,2020-04-07,0.567947770058001,0.3053893712725709,0.1734452124136716,1.0,2.1597198747821257e-08,0.4402085089307421,0.5853662017605457,0.004491914687374673,0
